ball_x,ball_y,ball_vx,ball_vy,paddle_y
582,456,-4,-4,401
578,452,-4,-4,398
574,448,-4,-4,394
570,444,-4,-4,391
566,440,-4,-4,387
562,436,-4,-4,385
558,432,-4,-4,381
554,428,-4,-4,377
550,424,-4,-4,372
546,420,-4,-4,368
542,416,-4,-4,365
538,412,-4,-4,363
534,408,-4,-4,359
530,404,-4,-4,357
526,400,-4,-4,355
522,396,-4,-4,353
518,392,-4,-4,350
514,388,-4,-4,347
510,384,-4,-4,345
506,380,-4,-4,343
502,376,-4,-4,341
498,372,-4,-4,340
494,368,-4,-4,338
490,364,-4,-4,336
486,360,-4,-4,334
482,356,-4,-4,332
478,352,-4,-4,331
474,348,-4,-4,327
470,344,-4,-4,325
466,340,-4,-4,324
462,336,-4,-4,321
458,332,-4,-4,319
454,328,-4,-4,317
450,324,-4,-4,315
446,320,-4,-4,313
442,316,-4,-4,312
438,312,-4,-4,309
434,308,-4,-4,307
430,304,-4,-4,305
426,300,-4,-4,303
422,296,-4,-4,303
418,292,-4,-4,302
414,288,-4,-4,301
410,284,-4,-4,301
406,280,-4,-4,301
402,276,-4,-4,301
398,272,-4,-4,301
394,268,-4,-4,300
390,264,-4,-4,300
386,260,-4,-4,300
382,256,-4,-4,300
378,252,-4,-4,300
374,248,-4,-4,299
370,244,-4,-4,297
366,240,-4,-4,296
362,236,-4,-4,293
358,232,-4,-4,290
354,228,-4,-4,287
350,224,-4,-4,286
346,220,-4,-4,285
342,216,-4,-4,285
338,212,-4,-4,284
334,208,-4,-4,284
330,204,-4,-4,284
326,200,-4,-4,283
322,196,-4,-4,283
318,192,-4,-4,283
314,188,-4,-4,283
310,184,-4,-4,282
306,180,-4,-4,282
302,176,-4,-4,281
298,172,-4,-4,280
294,168,-4,-4,279
290,164,-4,-4,278
286,160,-4,-4,278
282,156,-4,-4,278
278,152,-4,-4,277
274,148,-4,-4,276
270,144,-4,-4,275
266,140,-4,-4,274
262,136,-4,-4,273
258,132,-4,-4,272
254,128,-4,-4,271
250,124,-4,-4,269
246,120,-4,-4,269
242,116,-4,-4,267
238,112,-4,-4,266
234,108,-4,-4,266
230,104,-4,-4,265
226,100,-4,-4,264
222,96,-4,-4,262
218,92,-4,-4,262
214,88,-4,-4,262
210,84,-4,-4,261
206,80,-4,-4,260
202,76,-4,-4,259
198,72,-4,-4,258
194,68,-4,-4,257
190,64,-4,-4,257
186,60,-4,-4,256
182,56,-4,-4,256
178,52,-4,-4,256
174,48,-4,-4,256
170,44,-4,-4,256
166,40,-4,-4,256
162,36,-4,-4,256
158,32,-4,-4,256
154,28,-4,-4,256
150,24,-4,-4,256
146,20,-4,-4,256
142,24,-4,4,256
138,28,-4,4,256
134,32,-4,4,256
130,36,-4,4,256
126,40,-4,4,256
122,44,-4,4,256
118,48,-4,4,256
114,52,-4,4,256
110,56,-4,4,256
106,60,-4,4,256
102,64,-4,4,256
98,68,-4,4,256
94,72,-4,4,256
90,76,-4,4,256
86,80,-4,4,256
82,84,-4,4,256
78,88,-4,4,256
74,92,-4,4,256
70,96,-4,4,256
66,100,-4,4,256
62,104,-4,4,256
58,108,-4,4,256
54,112,-4,4,256
50,116,-4,4,256
46,120,-4,4,256
42,124,-4,4,256
38,128,-4,4,256
34,132,-4,4,256
30,136,-4,4,256
26,140,-4,4,256
22,144,-4,4,256
26,148,4,4,256
30,152,4,4,256
34,156,4,4,256
38,160,4,4,256
42,164,4,4,256
46,168,4,4,256
50,172,4,4,256
54,176,4,4,256
58,180,4,4,256
62,184,4,4,256
66,188,4,4,256
70,192,4,4,256
74,196,4,4,256
78,200,4,4,256
82,204,4,4,256
86,208,4,4,256
90,212,4,4,256
94,216,4,4,256
98,220,4,4,256
102,224,4,4,256
106,228,4,4,256
110,232,4,4,256
114,236,4,4,256
118,240,4,4,256
122,244,4,4,256
126,248,4,4,256
130,252,4,4,256
134,256,4,4,256
138,260,4,4,256
142,264,4,4,256
146,268,4,4,256
150,272,4,4,256
154,276,4,4,256
158,280,4,4,256
162,284,4,4,256
166,288,4,4,256
170,292,4,4,256
174,296,4,4,256
178,300,4,4,256
182,304,4,4,256
186,308,4,4,256
190,312,4,4,256
194,316,4,4,257
198,320,4,4,258
202,324,4,4,260
206,328,4,4,261
210,332,4,4,264
214,336,4,4,266
218,340,4,4,268
222,344,4,4,271
226,348,4,4,272
230,352,4,4,274
234,356,4,4,276
238,360,4,4,277
242,364,4,4,280
246,368,4,4,281
250,372,4,4,283
254,376,4,4,283
258,380,4,4,284
262,384,4,4,284
266,388,4,4,285
270,392,4,4,286
274,396,4,4,287
278,400,4,4,288
282,404,4,4,289
286,408,4,4,290
290,412,4,4,291
294,416,4,4,292
298,420,4,4,293
302,424,4,4,294
306,428,4,4,295
310,432,4,4,295
314,436,4,4,296
318,440,4,4,297
322,444,4,4,299
326,448,4,4,299
330,452,4,4,300
334,456,4,4,301
338,460,4,4,301
342,464,4,4,302
346,468,4,4,303
350,472,4,4,304
354,476,4,4,305
358,480,4,4,306
362,484,4,4,308
366,488,4,4,308
370,492,4,4,309
374,496,4,4,311
378,500,4,4,312
382,504,4,4,313
386,508,4,4,314
390,512,4,4,314
394,516,4,4,315
398,520,4,4,316
402,524,4,4,317
406,528,4,4,318
410,532,4,4,318
414,536,4,4,320
418,540,4,4,320
422,544,4,4,321
426,548,4,4,321
430,552,4,4,322
434,556,4,4,322
438,560,4,4,322
442,564,4,4,322
446,568,4,4,322
450,572,4,4,323
454,576,4,4,323
458,580,4,4,323
462,576,4,-4,323
466,572,4,-4,323
470,568,4,-4,323
474,564,4,-4,323
478,560,4,-4,323
482,556,4,-4,323
486,552,4,-4,323
490,548,4,-4,323
494,544,4,-4,323
498,540,4,-4,323
502,536,4,-4,323
506,532,4,-4,323
510,528,4,-4,323
514,524,4,-4,323
518,520,4,-4,323
522,516,4,-4,323
526,512,4,-4,323
530,508,4,-4,323
534,504,4,-4,323
538,500,4,-4,323
542,496,4,-4,323
546,492,4,-4,323
550,488,4,-4,322
554,484,4,-4,320
558,480,4,-4,318
562,476,4,-4,317
566,472,4,-4,316
570,468,4,-4,314
574,464,4,-4,313
578,460,4,-4,310
582,456,4,-4,309
586,452,4,-4,307
590,448,4,-4,306
594,444,4,-4,306
598,440,4,-4,305
602,436,4,-4,304
606,432,4,-4,303
610,428,4,-4,302
614,424,4,-4,301
618,420,4,-4,300
622,416,4,-4,299
626,412,4,-4,299
630,408,4,-4,299
634,404,4,-4,298
638,400,4,-4,298
642,396,4,-4,298
646,392,4,-4,297
650,388,4,-4,297
654,384,4,-4,297
658,380,4,-4,297
662,376,4,-4,297
666,372,4,-4,295
670,368,4,-4,295
674,364,4,-4,294
678,360,4,-4,293
682,356,4,-4,292
686,352,4,-4,291
690,348,4,-4,291
694,344,4,-4,290
698,340,4,-4,287
702,336,4,-4,285
706,332,4,-4,283
710,328,4,-4,280
714,324,4,-4,276
718,320,4,-4,275
722,316,4,-4,274
726,312,4,-4,273
730,308,4,-4,271
734,304,4,-4,269
738,300,4,-4,267
742,296,4,-4,266
746,292,4,-4,263
750,288,4,-4,262
754,284,4,-4,259
758,280,4,-4,256
762,276,4,-4,253
766,272,4,-4,250
770,268,4,-4,247
770,268,-4,-4,245
766,264,-4,-4,243
762,260,-4,-4,241
758,256,-4,-4,239
754,252,-4,-4,238
750,248,-4,-4,236
746,244,-4,-4,235
742,240,-4,-4,235
738,236,-4,-4,235
734,232,-4,-4,235
730,228,-4,-4,235
726,224,-4,-4,235
722,220,-4,-4,235
718,216,-4,-4,235
714,212,-4,-4,235
710,208,-4,-4,235
706,204,-4,-4,235
702,200,-4,-4,235
698,196,-4,-4,235
694,192,-4,-4,235
690,188,-4,-4,235
686,184,-4,-4,235
682,180,-4,-4,235
678,176,-4,-4,235
674,172,-4,-4,235
670,168,-4,-4,235
666,164,-4,-4,235
662,160,-4,-4,235
658,156,-4,-4,235
654,152,-4,-4,235
650,148,-4,-4,235
646,144,-4,-4,235
642,140,-4,-4,235
638,136,-4,-4,235
634,132,-4,-4,235
630,128,-4,-4,235
626,124,-4,-4,235
622,120,-4,-4,235
618,116,-4,-4,235
614,112,-4,-4,235
610,108,-4,-4,235
606,104,-4,-4,235
602,100,-4,-4,235
598,96,-4,-4,235
594,92,-4,-4,235
590,88,-4,-4,235
586,84,-4,-4,235
582,80,-4,-4,235
578,76,-4,-4,235
574,72,-4,-4,235
570,68,-4,-4,235
566,64,-4,-4,235
562,60,-4,-4,235
558,56,-4,-4,235
554,52,-4,-4,235
550,48,-4,-4,235
546,44,-4,-4,235
542,40,-4,-4,235
538,36,-4,-4,235
534,32,-4,-4,235
530,28,-4,-4,235
526,24,-4,-4,235
522,20,-4,-4,235
518,24,-4,4,235
514,28,-4,4,235
510,32,-4,4,235
506,36,-4,4,235
502,40,-4,4,235
498,44,-4,4,235
494,48,-4,4,235
490,52,-4,4,235
486,56,-4,4,235
482,60,-4,4,235
478,64,-4,4,235
474,68,-4,4,235
470,72,-4,4,235
466,76,-4,4,235
462,80,-4,4,235
458,84,-4,4,235
454,88,-4,4,235
450,92,-4,4,235
446,96,-4,4,235
442,100,-4,4,235
438,104,-4,4,235
434,108,-4,4,235
430,112,-4,4,235
426,116,-4,4,235
422,120,-4,4,235
418,124,-4,4,235
414,128,-4,4,235
410,132,-4,4,235
406,136,-4,4,235
402,140,-4,4,235
398,144,-4,4,235
394,148,-4,4,235
390,152,-4,4,235
386,156,-4,4,235
382,160,-4,4,235
378,164,-4,4,235
374,168,-4,4,235
370,172,-4,4,235
366,176,-4,4,235
362,180,-4,4,235
358,184,-4,4,235
354,188,-4,4,235
350,192,-4,4,235
346,196,-4,4,235
342,200,-4,4,235
338,204,-4,4,235
334,208,-4,4,235
330,212,-4,4,235
326,216,-4,4,235
322,220,-4,4,235
318,224,-4,4,235
314,228,-4,4,235
310,232,-4,4,235
306,236,-4,4,235
302,240,-4,4,235
298,244,-4,4,235
294,248,-4,4,235
290,252,-4,4,235
286,256,-4,4,235
282,260,-4,4,235
278,264,-4,4,235
274,268,-4,4,235
270,272,-4,4,235
266,276,-4,4,235
262,280,-4,4,235
258,284,-4,4,235
254,288,-4,4,235
250,292,-4,4,235
246,296,-4,4,235
242,300,-4,4,235
238,304,-4,4,235
234,308,-4,4,235
230,312,-4,4,235
226,316,-4,4,235
222,320,-4,4,235
218,324,-4,4,235
214,328,-4,4,235
210,332,-4,4,235
206,336,-4,4,235
202,340,-4,4,235
198,344,-4,4,235
194,348,-4,4,235
190,352,-4,4,235
186,356,-4,4,235
182,360,-4,4,235
178,364,-4,4,235
174,368,-4,4,235
170,372,-4,4,235
166,376,-4,4,235
162,380,-4,4,235
158,384,-4,4,235
154,388,-4,4,235
150,392,-4,4,235
146,396,-4,4,235
142,400,-4,4,235
138,404,-4,4,235
134,408,-4,4,235
130,412,-4,4,235
126,416,-4,4,235
122,420,-4,4,235
118,424,-4,4,235
114,428,-4,4,235
110,432,-4,4,235
106,436,-4,4,235
102,440,-4,4,235
98,444,-4,4,235
94,448,-4,4,235
90,452,-4,4,235
86,456,-4,4,235
82,460,-4,4,235
78,464,-4,4,235
74,468,-4,4,235
70,472,-4,4,235
66,476,-4,4,235
62,480,-4,4,235
58,484,-4,4,235
54,488,-4,4,235
50,492,-4,4,235
46,496,-4,4,235
42,500,-4,4,235
38,504,-4,4,235
34,508,-4,4,235
30,512,-4,4,235
26,516,-4,4,235
22,520,-4,4,235
26,524,4,4,235
30,528,4,4,235
34,532,4,4,235
38,536,4,4,235
42,540,4,4,235
46,544,4,4,235
50,548,4,4,235
54,552,4,4,235
58,556,4,4,235
62,560,4,4,235
66,564,4,4,235
70,568,4,4,235
74,572,4,4,235
78,576,4,4,235
82,580,4,4,235
86,576,4,-4,235
90,572,4,-4,235
94,568,4,-4,235
98,564,4,-4,235
102,560,4,-4,235
106,556,4,-4,235
110,552,4,-4,235
114,548,4,-4,235
118,544,4,-4,235
122,540,4,-4,235
126,536,4,-4,235
130,532,4,-4,235
134,528,4,-4,235
138,524,4,-4,235
142,520,4,-4,235
146,516,4,-4,235
150,512,4,-4,235
154,508,4,-4,235
158,504,4,-4,235
162,500,4,-4,235
166,496,4,-4,235
170,492,4,-4,235
174,488,4,-4,235
178,484,4,-4,235
182,480,4,-4,235
186,476,4,-4,235
190,472,4,-4,235
194,468,4,-4,235
198,464,4,-4,235
202,460,4,-4,235
206,456,4,-4,235
210,452,4,-4,235
214,448,4,-4,235
218,444,4,-4,235
222,440,4,-4,235
226,436,4,-4,235
230,432,4,-4,235
234,428,4,-4,235
238,424,4,-4,235
242,420,4,-4,235
246,416,4,-4,235
250,412,4,-4,235
254,408,4,-4,235
258,404,4,-4,235
262,400,4,-4,235
266,396,4,-4,235
270,392,4,-4,235
274,388,4,-4,235
278,384,4,-4,235
282,380,4,-4,235
286,376,4,-4,235
290,372,4,-4,235
294,368,4,-4,235
298,364,4,-4,235
302,360,4,-4,235
306,356,4,-4,235
310,352,4,-4,235
314,348,4,-4,235
318,344,4,-4,235
322,340,4,-4,235
326,336,4,-4,235
330,332,4,-4,235
334,328,4,-4,235
338,324,4,-4,235
342,320,4,-4,235
346,316,4,-4,235
350,312,4,-4,235
354,308,4,-4,235
358,304,4,-4,235
362,300,4,-4,235
366,296,4,-4,235
370,292,4,-4,235
374,288,4,-4,235
378,284,4,-4,235
382,280,4,-4,235
386,276,4,-4,235
390,272,4,-4,235
394,268,4,-4,235
398,264,4,-4,235
402,260,4,-4,235
406,256,4,-4,235
410,252,4,-4,235
414,248,4,-4,235
418,244,4,-4,235
422,240,4,-4,235
426,236,4,-4,235
430,232,4,-4,235
434,228,4,-4,235
438,224,4,-4,235
442,220,4,-4,235
446,216,4,-4,235
450,212,4,-4,235
454,208,4,-4,233
458,204,4,-4,232
462,200,4,-4,231
466,196,4,-4,229
470,192,4,-4,227
474,188,4,-4,227
478,184,4,-4,225
482,180,4,-4,224
486,176,4,-4,223
490,172,4,-4,221
494,168,4,-4,218
498,164,4,-4,216
502,160,4,-4,215
506,156,4,-4,215
510,152,4,-4,214
514,148,4,-4,212
518,144,4,-4,211
522,140,4,-4,209
526,136,4,-4,208
530,132,4,-4,207
534,128,4,-4,205
538,124,4,-4,203
542,120,4,-4,202
546,116,4,-4,199
550,112,4,-4,198
554,108,4,-4,195
558,104,4,-4,193
562,100,4,-4,191
566,96,4,-4,188
570,92,4,-4,184
574,88,4,-4,180
578,84,4,-4,178
582,80,4,-4,176
586,76,4,-4,173
590,72,4,-4,172
594,68,4,-4,169
598,64,4,-4,167
602,60,4,-4,164
606,56,4,-4,163
610,52,4,-4,162
614,48,4,-4,160
618,44,4,-4,159
622,40,4,-4,158
626,36,4,-4,156
630,32,4,-4,154
634,28,4,-4,152
638,24,4,-4,150
642,20,4,-4,148
646,24,4,4,146
650,28,4,4,144
654,32,4,4,142
658,36,4,4,140
662,40,4,4,138
666,44,4,4,135
670,48,4,4,132
674,52,4,4,130
678,56,4,4,127
682,60,4,4,124
686,64,4,4,122
690,68,4,4,120
694,72,4,4,118
698,76,4,4,116
702,80,4,4,115
706,84,4,4,113
710,88,4,4,113
714,92,4,4,113
718,96,4,4,113
722,100,4,4,113
726,104,4,4,113
730,108,4,4,113
734,112,4,4,113
738,116,4,4,113
742,120,4,4,113
746,124,4,4,113
750,128,4,4,113
754,132,4,4,113
758,136,4,4,113
762,140,4,4,113
766,144,4,4,113
770,148,4,4,113
770,148,-4,4,113
766,152,-4,4,113
762,156,-4,4,113
758,160,-4,4,113
754,164,-4,4,113
750,168,-4,4,113
746,172,-4,4,113
742,176,-4,4,113
738,180,-4,4,113
734,184,-4,4,113
730,188,-4,4,113
726,192,-4,4,114
722,196,-4,4,114
718,200,-4,4,118
714,204,-4,4,121
710,208,-4,4,124
706,212,-4,4,127
702,216,-4,4,132
698,220,-4,4,135
694,224,-4,4,138
690,228,-4,4,141
686,232,-4,4,145
682,236,-4,4,148
678,240,-4,4,151
674,244,-4,4,154
670,248,-4,4,156
666,252,-4,4,159
662,256,-4,4,162
658,260,-4,4,165
654,264,-4,4,169
650,268,-4,4,171
646,272,-4,4,175
642,276,-4,4,177
638,280,-4,4,179
634,284,-4,4,182
630,288,-4,4,183
626,292,-4,4,185
622,296,-4,4,187
618,300,-4,4,188
614,304,-4,4,190
610,308,-4,4,191
606,312,-4,4,192
602,316,-4,4,194
598,320,-4,4,196
594,324,-4,4,198
590,328,-4,4,200
586,332,-4,4,203
582,336,-4,4,204
578,340,-4,4,206
574,344,-4,4,208
570,348,-4,4,209
566,352,-4,4,210
562,356,-4,4,212
558,360,-4,4,213
554,364,-4,4,215
550,368,-4,4,216
546,372,-4,4,217
542,376,-4,4,219
538,380,-4,4,220
534,384,-4,4,222
530,388,-4,4,224
526,392,-4,4,225
522,396,-4,4,226
518,400,-4,4,228
514,404,-4,4,231
510,408,-4,4,232
506,412,-4,4,234
502,416,-4,4,236
498,420,-4,4,238
494,424,-4,4,240
490,428,-4,4,242
486,432,-4,4,244
482,436,-4,4,245
478,440,-4,4,247
474,444,-4,4,248
470,448,-4,4,249
466,452,-4,4,251
462,456,-4,4,252
458,460,-4,4,253
454,464,-4,4,253
450,468,-4,4,254
446,472,-4,4,255
442,476,-4,4,255
438,480,-4,4,256
434,484,-4,4,256
430,488,-4,4,256
426,492,-4,4,256
422,496,-4,4,256
418,500,-4,4,256
414,504,-4,4,256
410,508,-4,4,256
406,512,-4,4,256
402,516,-4,4,256
398,520,-4,4,256
394,524,-4,4,256
390,528,-4,4,256
386,532,-4,4,256
382,536,-4,4,256
378,540,-4,4,256
374,544,-4,4,256
370,548,-4,4,256
366,552,-4,4,256
362,556,-4,4,256
358,560,-4,4,256
354,564,-4,4,256
350,568,-4,4,256
346,572,-4,4,256
342,576,-4,4,256
338,580,-4,4,256
334,576,-4,-4,256
330,572,-4,-4,256
326,568,-4,-4,256
322,564,-4,-4,256
318,560,-4,-4,256
314,556,-4,-4,256
310,552,-4,-4,256
306,548,-4,-4,256
302,544,-4,-4,256
298,540,-4,-4,256
294,536,-4,-4,256
290,532,-4,-4,256
286,528,-4,-4,256
282,524,-4,-4,256
278,520,-4,-4,256
274,516,-4,-4,256
270,512,-4,-4,256
266,508,-4,-4,256
262,504,-4,-4,256
258,500,-4,-4,256
254,496,-4,-4,256
250,492,-4,-4,256
246,488,-4,-4,256
242,484,-4,-4,256
238,480,-4,-4,256
234,476,-4,-4,256
230,472,-4,-4,256
226,468,-4,-4,256
222,464,-4,-4,256
218,460,-4,-4,256
214,456,-4,-4,256
210,452,-4,-4,256
206,448,-4,-4,256
202,444,-4,-4,256
198,440,-4,-4,256
194,436,-4,-4,256
190,432,-4,-4,256
186,428,-4,-4,256
182,424,-4,-4,256
178,420,-4,-4,256
174,416,-4,-4,256
170,412,-4,-4,256
166,408,-4,-4,256
162,404,-4,-4,256
158,400,-4,-4,256
154,396,-4,-4,256
150,392,-4,-4,256
146,388,-4,-4,256
142,384,-4,-4,256
138,380,-4,-4,256
134,376,-4,-4,256
130,372,-4,-4,256
126,368,-4,-4,256
122,364,-4,-4,256
118,360,-4,-4,256
114,356,-4,-4,256
110,352,-4,-4,256
106,348,-4,-4,256
102,344,-4,-4,256
98,340,-4,-4,256
94,336,-4,-4,256
90,332,-4,-4,256
86,328,-4,-4,256
82,324,-4,-4,256
78,320,-4,-4,256
74,316,-4,-4,256
70,312,-4,-4,256
66,308,-4,-4,256
62,304,-4,-4,256
58,300,-4,-4,256
54,296,-4,-4,256
50,292,-4,-4,256
46,288,-4,-4,256
42,284,-4,-4,256
38,280,-4,-4,256
34,276,-4,-4,256
30,272,-4,-4,256
26,268,-4,-4,256
22,264,-4,-4,256
26,260,4,-4,256
30,256,4,-4,256
34,252,4,-4,256
38,248,4,-4,256
42,244,4,-4,256
46,240,4,-4,256
50,236,4,-4,256
54,232,4,-4,256
58,228,4,-4,256
62,224,4,-4,256
66,220,4,-4,256
70,216,4,-4,256
74,212,4,-4,256
78,208,4,-4,256
82,204,4,-4,256
86,200,4,-4,256
90,196,4,-4,256
94,192,4,-4,256
98,188,4,-4,256
102,184,4,-4,256
106,180,4,-4,256
110,176,4,-4,256
114,172,4,-4,256
118,168,4,-4,256
122,164,4,-4,256
126,160,4,-4,256
130,156,4,-4,256
134,152,4,-4,256
138,148,4,-4,256
142,144,4,-4,256
146,140,4,-4,256
150,136,4,-4,256
154,132,4,-4,256
158,128,4,-4,256
162,124,4,-4,256
166,120,4,-4,256
170,116,4,-4,256
174,112,4,-4,256
178,108,4,-4,256
182,104,4,-4,256
186,100,4,-4,256
190,96,4,-4,256
194,92,4,-4,256
198,88,4,-4,256
202,84,4,-4,256
206,80,4,-4,256
210,76,4,-4,256
214,72,4,-4,256
218,68,4,-4,256
222,64,4,-4,256
226,60,4,-4,256
230,56,4,-4,256
234,52,4,-4,256
238,48,4,-4,256
242,44,4,-4,256
246,40,4,-4,256
250,36,4,-4,256
254,32,4,-4,256
258,28,4,-4,256
262,24,4,-4,256
266,20,4,-4,256
270,24,4,4,256
274,28,4,4,256
278,32,4,4,256
282,36,4,4,256
286,40,4,4,256
290,44,4,4,256
294,48,4,4,256
298,52,4,4,256
302,56,4,4,256
306,60,4,4,256
310,64,4,4,256
314,68,4,4,256
318,72,4,4,256
322,76,4,4,256
326,80,4,4,256
330,84,4,4,256
334,88,4,4,256
338,92,4,4,256
342,96,4,4,256
346,100,4,4,256
350,104,4,4,256
354,108,4,4,256
358,112,4,4,256
362,116,4,4,256
366,120,4,4,256
370,124,4,4,256
374,128,4,4,256
378,132,4,4,256
382,136,4,4,256
386,140,4,4,256
390,144,4,4,256
394,148,4,4,256
398,152,4,4,256
402,156,4,4,256
406,160,4,4,256
410,164,4,4,257
414,168,4,4,258
418,172,4,4,260
422,176,4,4,261
426,180,4,4,261
430,184,4,4,262
434,188,4,4,264
438,192,4,4,266
442,196,4,4,268
446,200,4,4,270
450,204,4,4,272
454,208,4,4,274
458,212,4,4,276
462,216,4,4,279
466,220,4,4,282
470,224,4,4,285
474,228,4,4,287
478,232,4,4,290
482,236,4,4,294
486,240,4,4,297
490,244,4,4,300
494,248,4,4,305
498,252,4,4,309
502,256,4,4,312
506,260,4,4,315
510,264,4,4,318
514,268,4,4,322
518,272,4,4,324
522,276,4,4,326
526,280,4,4,327
530,284,4,4,330
534,288,4,4,332
538,292,4,4,334
542,296,4,4,337
546,300,4,4,338
550,304,4,4,341
554,308,4,4,343
558,312,4,4,347
562,316,4,4,348
566,320,4,4,351
570,324,4,4,355
574,328,4,4,357
578,332,4,4,360
582,336,4,4,363
586,340,4,4,364
590,344,4,4,365
594,348,4,4,366
598,352,4,4,368
602,356,4,4,369
606,360,4,4,372
610,364,4,4,373
614,368,4,4,375
618,372,4,4,377
622,376,4,4,380
626,380,4,4,383
630,384,4,4,385
634,388,4,4,387
638,392,4,4,390
642,396,4,4,392
646,400,4,4,393
650,404,4,4,395
654,408,4,4,398
658,412,4,4,401
662,416,4,4,404
666,420,4,4,409
670,424,4,4,418
674,428,4,4,422
678,432,4,4,424
682,436,4,4,427
686,440,4,4,430
690,444,4,4,431
694,448,4,4,433
698,452,4,4,434
702,456,4,4,436
706,460,4,4,439
710,464,4,4,443
714,468,4,4,447
718,472,4,4,449
722,476,4,4,451
726,480,4,4,453
730,484,4,4,453
734,488,4,4,453
738,492,4,4,453
742,496,4,4,453
746,500,4,4,453
750,504,4,4,454
754,508,4,4,454
758,512,4,4,455
762,516,4,4,455
766,520,4,4,456
770,524,4,4,457
770,524,-4,4,457
766,528,-4,4,458
762,532,-4,4,461
758,536,-4,4,463
754,540,-4,4,464
750,544,-4,4,464
746,548,-4,4,464
742,552,-4,4,464
738,556,-4,4,464
734,560,-4,4,464
730,564,-4,4,464
726,568,-4,4,464
722,572,-4,4,464
718,576,-4,4,464
714,580,-4,4,464
710,576,-4,-4,464
706,572,-4,-4,464
702,568,-4,-4,464
698,564,-4,-4,462
694,560,-4,-4,461
690,556,-4,-4,460
686,552,-4,-4,459
682,548,-4,-4,458
678,544,-4,-4,456
674,540,-4,-4,454
670,536,-4,-4,452
666,532,-4,-4,450
662,528,-4,-4,449
658,524,-4,-4,448
654,520,-4,-4,445
650,516,-4,-4,441
646,512,-4,-4,440
642,508,-4,-4,439
638,504,-4,-4,438
634,500,-4,-4,436
630,496,-4,-4,435
626,492,-4,-4,434
622,488,-4,-4,432
618,484,-4,-4,431
614,480,-4,-4,430
610,476,-4,-4,429
606,472,-4,-4,427
602,468,-4,-4,427
598,464,-4,-4,425
594,460,-4,-4,423
590,456,-4,-4,421
586,452,-4,-4,420
582,448,-4,-4,419
578,444,-4,-4,417
574,440,-4,-4,416
570,436,-4,-4,414
566,432,-4,-4,408
562,428,-4,-4,406
558,424,-4,-4,403
554,420,-4,-4,401
550,416,-4,-4,399
546,412,-4,-4,397
542,408,-4,-4,395
538,404,-4,-4,392
534,400,-4,-4,388
530,396,-4,-4,386
526,392,-4,-4,384
522,388,-4,-4,381
518,384,-4,-4,379
514,380,-4,-4,377
510,376,-4,-4,374
506,372,-4,-4,372
502,368,-4,-4,369
498,364,-4,-4,367
494,360,-4,-4,364
490,356,-4,-4,362
486,352,-4,-4,356
482,348,-4,-4,353
478,344,-4,-4,349
474,340,-4,-4,346
470,336,-4,-4,343
466,332,-4,-4,341
462,328,-4,-4,338
458,324,-4,-4,336
454,320,-4,-4,334
450,316,-4,-4,333
446,312,-4,-4,330
442,308,-4,-4,329
438,304,-4,-4,327
434,300,-4,-4,326
430,296,-4,-4,325
426,292,-4,-4,323
422,288,-4,-4,322
418,284,-4,-4,322
414,280,-4,-4,321
410,276,-4,-4,319
406,272,-4,-4,318
402,268,-4,-4,316
398,264,-4,-4,315
394,260,-4,-4,313
390,256,-4,-4,312
386,252,-4,-4,311
382,248,-4,-4,310
378,244,-4,-4,309
374,240,-4,-4,308
370,236,-4,-4,307
366,232,-4,-4,307
362,228,-4,-4,306
358,224,-4,-4,305
354,220,-4,-4,305
350,216,-4,-4,303
346,212,-4,-4,302
342,208,-4,-4,302
338,204,-4,-4,301
334,200,-4,-4,301
330,196,-4,-4,300
326,192,-4,-4,299
322,188,-4,-4,299
318,184,-4,-4,299
314,180,-4,-4,298
310,176,-4,-4,297
306,172,-4,-4,296
302,168,-4,-4,294
298,164,-4,-4,293
294,160,-4,-4,291
290,156,-4,-4,290
286,152,-4,-4,288
282,148,-4,-4,287
278,144,-4,-4,285
274,140,-4,-4,284
270,136,-4,-4,282
266,132,-4,-4,280
262,128,-4,-4,278
258,124,-4,-4,276
254,120,-4,-4,274
250,116,-4,-4,272
246,112,-4,-4,271
242,108,-4,-4,269
238,104,-4,-4,268
234,100,-4,-4,267
230,96,-4,-4,267
226,92,-4,-4,266
222,88,-4,-4,266
218,84,-4,-4,265
214,80,-4,-4,264
210,76,-4,-4,264
206,72,-4,-4,264
202,68,-4,-4,263
198,64,-4,-4,263
194,60,-4,-4,263
190,56,-4,-4,262
186,52,-4,-4,262
182,48,-4,-4,261
178,44,-4,-4,260
174,40,-4,-4,260
170,36,-4,-4,260
166,32,-4,-4,259
162,28,-4,-4,259
158,24,-4,-4,258
154,20,-4,-4,258
150,24,-4,4,258
146,28,-4,4,257
142,32,-4,4,257
138,36,-4,4,257
134,40,-4,4,256
130,44,-4,4,255
126,48,-4,4,255
122,52,-4,4,255
118,56,-4,4,255
114,60,-4,4,255
110,64,-4,4,255
106,68,-4,4,255
102,72,-4,4,255
98,76,-4,4,255
94,80,-4,4,255
90,84,-4,4,255
86,88,-4,4,255
82,92,-4,4,255
78,96,-4,4,255
74,100,-4,4,255
70,104,-4,4,255
66,108,-4,4,255
62,112,-4,4,255
58,116,-4,4,255
54,120,-4,4,255
50,124,-4,4,255
46,128,-4,4,255
